x,y
4.3634e+06,2.991e-17
4.3761e+06,2.8074e-17
4.3889e+06,3.0752e-17
4.4016e+06,4.1478e-17
4.4143e+06,3.5475e-17
4.427e+06,2.8819e-17
4.4397e+06,2.3283e-17
4.4525e+06,2.2162e-17
4.4652e+06,2.6906e-17
4.4779e+06,2.562e-17
4.4906e+06,2.9842e-17
4.5033e+06,2.7047e-17
4.5161e+06,2.5549e-17
4.5288e+06,2.4597e-17
4.5415e+06,2.4209e-17
4.5542e+06,2.4939e-17
4.567e+06,3.0522e-17
4.5797e+06,3.4622e-17
4.5924e+06,3.5855e-17
4.6051e+06,4.0195e-17
4.6178e+06,3.9659e-17
4.6306e+06,2.7997e-17
4.6433e+06,2.7602e-17
4.656e+06,2.4259e-17
4.6687e+06,2.3146e-17
4.6814e+06,2.5335e-17
4.6942e+06,2.4064e-17
4.7069e+06,2.1498e-17
4.7196e+06,1.9572e-17
4.7323e+06,1.8418e-17
4.7451e+06,1.9108e-17
4.7578e+06,2.1087e-17
4.7705e+06,1.8621e-17
4.7832e+06,1.5638e-17
4.7959e+06,1.4185e-17
4.8087e+06,1.4094e-17
4.8214e+06,1.4175e-17
4.8341e+06,1.6229e-17
4.8468e+06,1.7686e-17
4.8595e+06,1.9277e-17
4.8723e+06,1.8361e-17
4.885e+06,1.801e-17
4.8977e+06,1.7205e-17
4.9104e+06,1.6089e-17
4.9232e+06,1.5574e-17
4.9359e+06,1.4572e-17
4.9486e+06,1.4252e-17
4.9613e+06,1.3856e-17
4.974e+06,1.4087e-17
4.9868e+06,1.3547e-17
4.9995e+06,1.3519e-17
5.0122e+06,1.3038e-17
5.0249e+06,1.2394e-17
5.0376e+06,1.2166e-17
5.0504e+06,1.2204e-17
5.0631e+06,1.244e-17
5.0758e+06,1.2893e-17
5.0885e+06,1.3219e-17
5.1012e+06,1.3642e-17
5.114e+06,1.3218e-17
5.1267e+06,1.2932e-17
5.1394e+06,1.3411e-17
5.1521e+06,1.3719e-17
5.1649e+06,1.3477e-17
5.1776e+06,1.3796e-17
5.1903e+06,1.5662e-17
5.203e+06,1.5745e-17
5.2157e+06,1.401e-17
5.2285e+06,1.2929e-17
5.2412e+06,1.2726e-17
5.2539e+06,1.3408e-17
5.2666e+06,1.3192e-17
5.2793e+06,1.2591e-17
5.2921e+06,1.2021e-17
5.3048e+06,1.1842e-17
5.3175e+06,1.3383e-17
5.3302e+06,1.4287e-17
5.343e+06,1.4061e-17
5.3557e+06,1.2663e-17
5.3684e+06,1.1229e-17
5.3811e+06,1.0619e-17
5.3938e+06,1.0914e-17
5.4066e+06,1.2129e-17
5.4193e+06,1.3545e-17
5.432e+06,1.3943e-17
5.4447e+06,1.4742e-17
5.4574e+06,1.4793e-17
5.4702e+06,1.489e-17
5.4829e+06,1.5105e-17
5.4956e+06,1.4289e-17
5.5083e+06,1.3415e-17
5.5211e+06,1.5131e-17
5.5338e+06,1.8026e-17
5.5465e+06,1.6386e-17
5.5592e+06,1.5175e-17
5.5719e+06,1.3587e-17
5.5847e+06,1.4422e-17
5.5974e+06,1.4268e-17
5.6101e+06,1.3268e-17
5.6228e+06,1.2159e-17
5.6355e+06,1.2105e-17
5.6483e+06,1.2509e-17
5.661e+06,1.5186e-17
5.6737e+06,1.5056e-17
5.6864e+06,1.5876e-17
5.6992e+06,1.4047e-17
5.7119e+06,1.1431e-17
5.7246e+06,1.0823e-17
5.7373e+06,1.1982e-17
5.75e+06,1.3876e-17
5.7628e+06,1.6989e-17
5.7755e+06,1.5859e-17
5.7882e+06,1.7884e-17
5.8009e+06,1.9096e-17
5.8136e+06,1.6573e-17
5.8264e+06,1.3647e-17
5.8391e+06,1.37e-17
5.8518e+06,1.7016e-17
5.8645e+06,1.8442e-17
5.8773e+06,1.7862e-17
5.89e+06,1.7101e-17
5.9027e+06,1.758e-17
5.9154e+06,1.8701e-17
5.9281e+06,1.8459e-17
5.9409e+06,1.6939e-17
5.9536e+06,1.4106e-17
5.9663e+06,1.3019e-17
5.979e+06,1.4695e-17
5.9917e+06,1.6089e-17
6.0045e+06,1.8797e-17
6.0172e+06,1.6431e-17
6.0299e+06,1.4821e-17
6.0426e+06,1.2358e-17
6.0553e+06,1.021e-17
6.0681e+06,1.0371e-17
6.0808e+06,1.1258e-17
6.0935e+06,1.4468e-17
6.1062e+06,1.6278e-17
6.119e+06,1.8819e-17
6.1317e+06,2.2993e-17
6.1444e+06,1.7478e-17
6.1571e+06,1.4607e-17
6.1698e+06,1.7092e-17
6.1826e+06,2.3635e-17
6.1953e+06,2.5924e-17
6.208e+06,2.1665e-17
6.2207e+06,2.1378e-17
6.2334e+06,1.9295e-17
6.2462e+06,2.2415e-17
