x,y
6.1317e+06,1.5673e-17
6.1444e+06,1.5162e-17
6.1571e+06,1.4096e-17
6.1698e+06,1.5217e-17
6.1826e+06,1.4372e-17
6.1953e+06,1.4269e-17
6.208e+06,1.4229e-17
6.2207e+06,1.2613e-17
6.2334e+06,1.2145e-17
6.2462e+06,1.3062e-17
6.2589e+06,1.5786e-17
6.2716e+06,1.5924e-17
6.2843e+06,1.7632e-17
6.2971e+06,1.926e-17
6.3098e+06,1.9997e-17
6.3225e+06,2.047e-17
6.3352e+06,2.005e-17
6.3479e+06,2.1315e-17
6.3607e+06,2.0242e-17
6.3734e+06,2.0993e-17
6.3861e+06,2.4311e-17
6.3988e+06,2.7671e-17
6.4115e+06,2.888e-17
6.4243e+06,2.6772e-17
6.437e+06,2.918e-17
6.4497e+06,2.4891e-17
6.4624e+06,1.8458e-17
6.4752e+06,1.5631e-17
6.4879e+06,1.1882e-17
6.5006e+06,1.3009e-17
